1,81,66,0.47
2,79,57,0.00
3,80,66,0.34
4,86,69,0.01
5,85,68,0.00
6,90,68,0.00
7,87,74,0.00
8,80,65,0.15
9,77,55,0.01
10,83,56,0.00
11,75,56,0.00
12,80,49,0.00
13,64,59,0.00
14,74,60,0.00
15,79,55,0.00
16,79,55,0.00
17,82,55,0.00
18,83,56,0.00
19,84,58,0.00
20,81,63,2.12
21,80,63,0.08
22,83,61,0.01
23,84,56,0.00
24,86,60,0.26
25,79,61,0.16
26,78,62,0.10
27,79,54,0.00
28,85,57,0.00
29,83,65,0.26
30,76,63,0.00
31,82,58,0.00
